"id","title","display_name","abstract","doi","publication_date","publication_year","fwci","cited_by_count","type","is_oa","is_oa_anywhere","oa_status","oa_url","any_repository_has_fulltext","source_display_name","source_id","issn_l","host_organization","host_organization_name","landing_page_url","pdf_url","license","version","referenced_works_count","is_paratext","is_retracted","language","first_page","last_page","volume","issue","oa_input"
"W4210330631","Electoral Politics in Crisis after the Great Recession","Electoral Politics in Crisis after the Great Recession","This book examines to what extent politics in Iceland have been transformed in the aftermath of the 2008 financial crisis. The book focuses on whether the short-term sudden shock caused by the Great Recession has permanently transformed politics, political behaviour and the Icelandic party system or whether its effect was primarily transitory. These questions remain highly relevant to the wider field of political science, as the book examines under what circumstances sudden shocks lead to permanent changes in a political system. As such, the book situates the post-crisis Icelandic case both temporally and comparatively and evaluates to what extent the Iceland experience is reflective of broader patterns found in other Western democracies, particularly those other countries&nbsp;that were also hard hit by the Great Recession (e.g. Greece, Ireland, Portugal, Spain and Italy). This book will be of key interest to scholars and students of Nordic politics, Icelandic politics and society, electoral studies, political parties and party systems, representative democracy, political behaviour and more broadly to European and comparative politics. &nbsp; The Open Access version of this book, available at www.taylorfrancis.com, has been made available under a Creative Commons Attribution-Non Commercial-No Derivatives 4.0 license.","https://doi.org/10.4324/9780429436345",2021-08-31,2021,4.0738,15,"book",TRUE,TRUE,"gold","https://api.taylorfrancis.com/content/books/oa-mono/download?identifierName=doi&identifierValue=10.4324/9780429436345&type=webpdf",NA,NA,NA,NA,NA,NA,"https://doi.org/10.4324/9780429436345","https://api.taylorfrancis.com/content/books/oa-mono/download?identifierName=doi&identifierValue=10.4324/9780429436345&type=webpdf","cc-by-nc-nd","publishedVersion",243,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W4229365738","Ideological and partisan biases in ratings of candidate quality in U.S. House elections","Ideological and partisan biases in ratings of candidate quality in U.S. House elections","Abstract Objective This article explores whether voters evaluate candidates’ ideology, partisanship, and quality independently or exhibit behavior consistent with motivating reasoning, rating co‐partisans and candidates ideologically similar to themselves as more competent. Methods Using a survey of voters and experts from 2010 U.S. House elections, I estimate a model predicting an individual's rating of incumbent candidate competence for office and challenger candidate competence for office. Results Individuals ideologically distant from a candidate rate the candidate as less competent, yet rate co‐partisan candidates as more competent. For incumbents, opposing partisanship amplifies the negative effect of ideological distance on candidate quality ratings, and shared partisanship mitigates the negative effect of ideological distance. Conclusion Only incumbents rated as the most competent can overcome the ideological and partisan biases of voters. Consistent with theories of affective polarization, these results imply that polarization runs deeper than partisan or ideological differences–it is personal.","https://doi.org/10.1111/ssqu.13159",2022-05-01,2022,11.6859,15,"article",FALSE,FALSE,"closed",NA,FALSE,"Social Science Quarterly","https://openalex.org/S76728445","0038-4941","https://openalex.org/P4310320595","Wiley","https://doi.org/10.1111/ssqu.13159",NA,NA,"publishedVersion",36,FALSE,FALSE,"en","622","634","103","3",FALSE
"W4287837545","Fragmentation and intergovernmental conflict during the Covid-19 crisis. The complex relationship between national and regional governments in Italy","Fragmentation and intergovernmental conflict during the Covid-19 crisis. The complex relationship between national and regional governments in Italy","The outbreak of the Covid-19 crisis has triggered political tensions involving different levels of government. Italy constitutes a paradigmatic example of such problems. The powers assigned to regional presidents as a result of the dynamics of presidentialization make them key players in Italy's fragmented multilevel system. The article aims to demonstrate that the conflict between national and regional governments during the pandemic has been based mainly on polity reasons, that is regional governments' ambition to strengthen their autonomy, rather than on policy arguments. The Covid-19 crisis in Italy has taken the form of an intergovernmental conflict over the balance of authority between central and regional governments. This state of affairs has complicated the attempts at establishing a satisfactory level of coordination between the levels of government, has resulted in a fragmented response to the crisis, and has triggered a systemic conflict between levels of government.","https://doi.org/10.1080/13597566.2022.2100769",2022-07-25,2022,12.563,15,"article",FALSE,FALSE,"closed",NA,FALSE,"Regional & Federal Studies","https://openalex.org/S170108492","1359-7566","https://openalex.org/P4310320547","Taylor & Francis","https://doi.org/10.1080/13597566.2022.2100769",NA,NA,"publishedVersion",36,FALSE,FALSE,"en","405","434","34","3",FALSE
"W4386588740","Where Motivated Reasoning Withers and Looms Large: Fear and Partisan Reactions to the COVID‐19 Pandemic","Where Motivated Reasoning Withers and Looms Large: Fear and Partisan Reactions to the COVID‐19 Pandemic","Abstract Contemporary American politics has been largely characterized by hyperpartisanship and polarization, with partisan‐motivated reasoning a thematic concern. Theories of emotions in politics suggest that anxiety might interrupt partisan heuristics and encourage citizens to reason more evenhandedly—but in what domains and to what extent? We use original panel data to assess how anxiety about becoming seriously ill from COVID‐19 interacted with partisan attachments to shape political judgment during the COVID‐19 pandemic. The structure of our data allows us to assess large‐scale implications of politically relevant emotions in ways that so far have not been possible. We find large effects on policy attitudes: Republicans who were afraid of getting sick rejected signals from copartisan leaders by supporting mask mandates and the like. Effects on vote choice for Republicans were muted in comparison, but fear's large effect on independents may have been pivotal.","https://doi.org/10.1111/ajps.12808",2023-09-10,2023,7.7046,15,"article",FALSE,FALSE,"closed",NA,FALSE,"American Journal of Political Science","https://openalex.org/S90314269","0092-5853","https://openalex.org/P4310320595","Wiley","https://doi.org/10.1111/ajps.12808",NA,NA,"publishedVersion",50,FALSE,FALSE,"en","5","23","68","1",FALSE
"W4391040834","Socialized with ""old cleavages"" or ""new dimensions"": An Age-Period-Cohort analysis on electoral support in Western European multiparty systems (1949–2021)","Socialized with ""old cleavages"" or ""new dimensions"": An Age-Period-Cohort analysis on electoral support in Western European multiparty systems (1949–2021)","Across Western Europe, the electoral base of formerly dominating parties on the left and the right has been eroding in the past decades. In contrast, both far-right parties and green parties could expand their vote share in numerous elections all over Western Europe - especially among younger voters. Still, those transformations in multiparty systems remain understudied: Are those electoral differences representing a cohort effect within the left and within the right bloc? This study uses survey data from ten Western European countries spanning over 60 years to test for cohort differences in political blocs. By applying multilevel logistic regression models and generalized additive mixed models, the analysis yields generational differences within the left and the right, with more recent cohorts being more likely to vote for greens than other left-wing and more likely to prefer the far-right over other right-wing parties. Those results shed light on the cohort-driven electoral realignment in Western Europe.","https://doi.org/10.1016/j.electstud.2024.102744",2024-01-19,2024,30.1129,15,"article",TRUE,TRUE,"hybrid","https://doi.org/10.1016/j.electstud.2024.102744",TRUE,"Electoral Studies","https://openalex.org/S124584455","0261-3794","https://openalex.org/P4310320990","Elsevier BV","https://doi.org/10.1016/j.electstud.2024.102744",NA,"cc-by","publishedVersion",99,FALSE,FALSE,"en","102744","102744","87",NA,FALSE
"W4399130420","Introduction: The New Polarization in Latin America","Introduction: The New Polarization in Latin America","ABSTRACT Mounting evidence suggests that Latin American democracies are characterized by politics and societies becoming more divisive, confrontational, and polarized. This process, which we define here as the “new polarization” in Latin America, seems to weaken the ability of democratic institutions to manage and resolve social and political conflicts. Although recent scholarship suggests that polarization is integral to contemporary patterns of democratic “backsliding” seen in much of the world, this new polarization in the region has not yet received systematic scholarly attention. Aiming to address this gap in the literature, the different contributions in this special issue revise the conceptualization, measurement, and theory of a multidimensional phenomenon such as polarization, including both its ideological and affective dimensions, as well as perspectives at the elite and mass levels of analysis. Findings shed light on the phenomenon of polarization as both a dependent and an independent variable, contributing to comparative literature on polarization and its relationship to democratic governance.","https://doi.org/10.1017/lap.2024.15",2024-05-01,2024,30.1402,15,"article",TRUE,TRUE,"hybrid","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6627880462D46753E3A0C7E7B716A24D/S1531426X24000153a.pdf/div-class-title-introduction-the-new-polarization-in-latin-america-div.pdf",FALSE,"Latin American Politics and Society","https://openalex.org/S195250056","1531-426X","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/lap.2024.15","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6627880462D46753E3A0C7E7B716A24D/S1531426X24000153a.pdf/div-class-title-introduction-the-new-polarization-in-latin-america-div.pdf","cc-by","publishedVersion",84,FALSE,FALSE,"en","1","23","66","2",FALSE
"W2110896220","Doparies","Doparies","The failings of parties are one of the central problems of contemporary democracies. What can be done to revive citizen participation? In this article, we present a novel party participatory decision-making mechanism named “doparies”. They are procedures that are nationally or locally implemented within and by parties, and permit any voter who declares to be an elector of that party (open doparies) or party members (internal doparies) to vote regarding crucial and controversial decisions during the period between one election and another. Whereas primaries are done before elections for choosing party candidates, doparies are done after elections for making party choices on issues. Doparies represent a bidirectional communication system between voters and representatives, and would retain the advantages of primaries (party–voters relationship) and referenda (debate before the vote), but would limit the excessive personalization of politics focusing on issues and not on people. There are both propositional doparies, allowing citizens to raise problems that are absent from their party political agenda, and consultative ones, allowing parties to hear the true voice of their voters, who, differently from what happens in polls, are informed by debates in party circles. We suggest that doparies are a new combination of deliberative and aggregative processes, and hypothesize that they can counteract parties’ crisis and abstention. Procedures similar to doparies are now part of the Italian Democratic Party statute and prominent national leaders have gathered signatures to organize local consultations. The use of primaries by Italian left-wing parties has had a contagious effect on right-wing ones as well as European ones. The same could happen with doparies.","https://doi.org/10.1177/2158244011433699",2011-10-01,2011,0,14,"article",TRUE,TRUE,"gold","https://journals.sagepub.com/doi/pdf/10.1177/2158244011433699",FALSE,"SAGE Open","https://openalex.org/S148277943","2158-2440","https://openalex.org/P4310320017","SAGE Publishing","https://doi.org/10.1177/2158244011433699","https://journals.sagepub.com/doi/pdf/10.1177/2158244011433699","cc-by","publishedVersion",38,FALSE,FALSE,"en",NA,NA,"1","3",FALSE
"W2281248090","From Miss World to World Leader: Beauty Queens, Paths to Power, and Political Representations","From Miss World to World Leader: Beauty Queens, Paths to Power, and Political Representations","This article argues that participation in beauty pageants can serve as a path to power for women. This previously unidentified route to political office is unique to women, builds on representational elements of beauty pageants, and provides girls and women with skills necessary to political achievement. We analyze how this path to power is different from celebrity politicians, which has recently received much academic attention. We use examples from Venezuela, Jamaica, the United States, and France to illustrate this path to power and differentiate between two types of beauty queens turned politicians.","https://doi.org/10.1080/1554477x.2016.1116298",2016-01-02,2016,0.627,14,"article",FALSE,FALSE,"closed",NA,FALSE,"Journal of Women Politics & Policy","https://openalex.org/S180941013","1554-477X","https://openalex.org/P4310320547","Taylor & Francis","https://doi.org/10.1080/1554477x.2016.1116298",NA,NA,"publishedVersion",57,FALSE,FALSE,"en","24","46","37","1",FALSE
"W2598537783","Does intra-party democracy affect levels of trust in parties? The cases of Belgium and Israel","Does intra-party democracy affect levels of trust in parties? The cases of Belgium and Israel","Previous research has shown a steady decline of citizen’s political trust and growing skepticism towards key institutions of representative democracy. Political parties, which perform the crucial role of linking citizens to the political system, are in the eye of the storm: citizens are generally more distrusting towards parties than other social and political institutions. The relevant literature mentions that parties often implement intra-party democratization to remedy party distrust. This article examines whether democratic candidate selection processes actually affect party trust among voters. The analysis is based on the cases of Belgium and Israel, where politicians made a strong case for intra-party democracy in recent history. The results indicate that, while inclusive selectorates indeed increase trust levels, decentralization decreases trust towards parties in both countries.","https://doi.org/10.1057/s41269-017-0044-2",2017-03-21,2017,6.3411,14,"article",TRUE,TRUE,"hybrid","https://doi.org/10.1057/s41269-017-0044-2",TRUE,"Acta Politica","https://openalex.org/S71218591","0001-6810","https://openalex.org/P4310319703","Palgrave Macmillan","https://doi.org/10.1057/s41269-017-0044-2",NA,"cc-by","publishedVersion",66,FALSE,FALSE,"en","167","183","53","2",FALSE
"W3043192790","Inequality, macroeconomic performance and political polarization: a panel analysis of 20 advanced democracies","Inequality, macroeconomic performance and political polarization: a panel analysis of 20 advanced democracies","This paper investigates the macroeconomic and social determinants of voting behavior, and especially of political polarization – defined here as the increasing electoral success of far-right and far-left parties – in 20 advanced countries using annual data from 1970 to 2016 and covering 291 parliamentary elections. Our analysis indicates that the link between income inequality and political polarization appears to have significantly changed over the last 20 years. Indeed, we find that both average net income inequality, as well as the bottom 10% income share are statistically linked to the recent success of far-right parties (but not of far-left parties), while the top 10% or top 20% income shares are not. The link of income inequality and political polarization, and in particular the increasing success of far-right parties, thus seems to be based on the deterioration of the relative economic position especially of the poorest fraction of the population.","https://doi.org/10.1080/00346764.2022.2047768",2022-03-19,2022,6.6792,14,"article",FALSE,TRUE,"green","http://hdl.handle.net/10419/222276",TRUE,"Review of Social Economy","https://openalex.org/S14568501","0034-6764","https://openalex.org/P4310319847","Routledge","https://doi.org/10.1080/00346764.2022.2047768",NA,NA,"publishedVersion",109,FALSE,FALSE,"en","396","429","82","3",FALSE
"W4282002950","The colors of ideology: Chromatic isomorphism and political party logos","The colors of ideology: Chromatic isomorphism and political party logos","Despite growing attention to electoral brands, political scientists have largely remained “color blind,” neglecting parties’ chromatic choices. Moreover, scholars dedicated limited attention to how party organizations converge on the use of similar structures and communication strategies, thereby engaging in a process of institutional isomorphism. We seek to simultaneously fill both gaps by examining the logos of more than 300 parties in 35 democracies during the latest political elections. Our findings show that a strong relationship exists between ideology and the use of certain color hues: left-wing party logos mainly display hues at the red end of the color spectrum, while blue hues prevail among right-wing parties. Likeminded parties’ chromatic isomorphism, however, is moderated by country and party-specific factors. Notably, the correlation between color hue and ideology is stronger in Western Europe and among older parties.","https://doi.org/10.1177/13540688221080539",2022-05-29,2022,2.6517,14,"article",TRUE,TRUE,"hybrid","https://doi.org/10.1177/13540688221080539",TRUE,"Party Politics","https://openalex.org/S6959732","1354-0688","https://openalex.org/P4310320017","SAGE Publishing","https://doi.org/10.1177/13540688221080539",NA,"cc-by","publishedVersion",55,FALSE,FALSE,"en","463","474","29","3",FALSE
"W4283361618","How party polarization shapes the structuring of policy preferences in Europe","How party polarization shapes the structuring of policy preferences in Europe","A significant body of literature has addressed the impact of party polarization on voting behavior. Yet little is known of the relationship between party polarization and belief systems. The present study argues that party polarization enhances the ideological consistency of belief systems and does so for the citizenry as a whole. We first demonstrate that the more party systems are polarized on economic and sociocultural issues, the more consistently belief systems are aligned with the progressive-conservative continuum. Second, we show that ideological consistency is greater in highly polarized party systems, not only among the most politically attuned Europeans but also among those with lower levels of political sophistication. Results have implications for our understanding of citizen competence and responsiveness to elite cues in polarized party systems.","https://doi.org/10.1177/13540688211064606",2022-01-02,2022,10.0165,14,"article",FALSE,FALSE,"closed",NA,FALSE,"Party Politics","https://openalex.org/S6959732","1354-0688","https://openalex.org/P4310320017","SAGE Publishing","https://doi.org/10.1177/13540688211064606",NA,NA,"publishedVersion",30,FALSE,FALSE,"en","384","393","29","2",FALSE
"W4381849421","Class cleavage electoral structuring in Western Europe (1871–2020)","Class cleavage electoral structuring in Western Europe (1871–2020)","Abstract Despite the huge amount of studies on cleavages, scholars have never elaborated a dynamic model to conceptualize and measure the stages of electoral development of the class cleavage and, specifically, the stage corresponding to its full electoral structuring. To fill this gap, by combining some key electoral properties of the class cleavage, I build a model that returns, for each country in each election, the current stage of electoral development of the class cleavage. I test this model in 20 Western European countries from the late 19th century to 2020. Results show that an electorally structured class cleavage has characterized most of Western Europe's electoral history. However, contrary to conventional wisdom, it is not merely a product of socio‐structural factors that have been experiencing an irreversible decline. Conversely, its demise or resilience is a matter of the national political context, as it mostly depends upon specific party system characteristics.","https://doi.org/10.1111/1475-6765.12608",2023-06-24,2023,16.2804,14,"article",FALSE,FALSE,"closed",NA,FALSE,"European Journal of Political Research","https://openalex.org/S135158421","0304-4130","https://openalex.org/P4310320595","Wiley","https://doi.org/10.1111/1475-6765.12608",NA,NA,"publishedVersion",63,FALSE,FALSE,"en","556","578","63","2",FALSE
"W2992615456","The Changing Nature of Mass Belief Systems: The Rise of Concept and Policy Ideologues","The Changing Nature of Mass Belief Systems: The Rise of Concept and Policy Ideologues","The proportion of the American electorate that is “constrained” by ideology has risen dramatically since Philip E. Converse suggested, in the early 1960s, that ideology is the province of only a small fraction of the mass public. In part, the rise of ideological voters has been obscured by the tendency of scholars after Converse to equate them with those who use terms referring to ideological concepts, such as liberal and conservative, in open-ended interviews. These “concept ideologues,” however, are not the only members of the public whose political opinions show evidence of ideological constraint. There is also a growing segment of the public, the “policy ideologues,” who take positions on three or more policy issues but do not happen to mention ideological concepts. Policy ideologues prove to be as politically knowledgeable as concept ideologues; their attitudes are nearly as constrained across issues and over time; and their policy stances usually “make sense” as liberal or conservative—not surprisingly, as they are almost as willing as concept ideologues to label themselves ideologically, when asked. By 2012, the portion of the public consisting of concept and policy ideologues had reached 42 percent. It declined to 38 percent in 2016, but was still a far cry from the 12 percent of the electorate whom Converse identified as ideologues or near ideologues as of 1956.","https://doi.org/10.1080/08913811.2019.1690223",2019-04-03,2019,7.4383,13,"article",FALSE,TRUE,"green","https://escholarship.org/content/qt4844w7kf/qt4844w7kf.pdf",TRUE,"Critical Review","https://openalex.org/S45217375","0891-3811","https://openalex.org/P4310320547","Taylor & Francis","https://doi.org/10.1080/08913811.2019.1690223",NA,NA,"publishedVersion",14,FALSE,FALSE,"en","198","229","31","2",FALSE
"W3206597029","When Is A Pledge A Pledge?","When Is A Pledge A Pledge?","Abstract Despite the central role of election pledges in modern representative democracy, it remains uncertain how voters define pledges. We examine this by focusing on four rhetorical dimensions of political statements: the pledge giver, the formulation of commitment, the policy content and quantification. In three conjoint experiments on representative samples totalling around 6,000 respondents in the United States, Britain and Denmark, we find remarkably consistent results. On the one hand, voters consistently differentiate between statements in a highly focused manner: a promise is a promise if it is sincere and realistic – no matter who made it and whether it can be checked. On the other hand, voters are not willing to hold their party accountable for a given statement – even if they consider it an election pledge. We demonstrate that this is the perceptual logic of election pledges in Western democracies.","https://doi.org/10.1017/s0007123421000284",2021-10-12,2021,5.7518,13,"article",FALSE,TRUE,"gold","https://pure.au.dk/ws/files/366718389/When_Is_a_Pledge_a_Pledge_Accepted_manuscript_2022.pdf",NA,"British Journal of Political Science","https://openalex.org/S95691132","0007-1234","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/s0007123421000284",NA,NA,"publishedVersion",27,FALSE,FALSE,"en","1911","1922","52","4",FALSE
"W4300091413","The Global Historical and Contemporary Impacts of Voluntary Membership Associations on Human Societies","The Global Historical and Contemporary Impacts of Voluntary Membership Associations on Human Societies","Abstract Reviewed here is global research on how 13 types of Voluntary Membership Associations ( MA s) have significantly or substantially had global impacts on human history, societies, and life. Such outcomes have occurred especially in the past 200+ years since the Industrial Revolution circa 1800 CE , and its accompanying Organizational Revolution. Emphasized are longer-term, historical, and societal or multinational impacts of MA s, rather than more micro-level (individual) or meso-level (organizational) outcomes. MA s are distinctively structured, with power coming from the membership, not top-down. The author has characterized MA s as the dark matter of the nonprofit/third sector, using an astrophysical metaphor. Astrophysicists have shown that most physical matter in the universe is dark in the sense of being unseen, not stars or planets.","https://doi.org/10.1163/24054933-12340019",2018-04-25,2018,1.2041,13,"article",TRUE,TRUE,"bronze","https://brill.com/downloadpdf/journals/vrbr/2/5-6/article-p1_3.pdf",FALSE,"Voluntaristics Review","https://openalex.org/S4210176188","2405-4925","https://openalex.org/P4310320561","Brill","https://doi.org/10.1163/24054933-12340019","https://brill.com/downloadpdf/journals/vrbr/2/5-6/article-p1_3.pdf",NA,"publishedVersion",906,FALSE,FALSE,"en","1","125","2","5-6",FALSE
"W4300789871","Media and campaign effects on vote choice at national elections in Europe: A review of a multilingual research landscape Medien- und Kampagneneffekte auf Wahlentscheidungen bei nationalen Hauptwahlen in Europa: Literaturbericht über eine vielsprachige Forschungslandschaft","Media and campaign effects on vote choice at national elections in Europe: A review of a multilingual research landscape Medien- und Kampagneneffekte auf Wahlentscheidungen bei nationalen Hauptwahlen in Europa: Literaturbericht über eine vielsprachige Forschungslandschaft","This article reviews the empirical research literature on campaign and media effects on vote choice at national elections in European countries for the post-World War II period. Particular efforts are undertaken to obtain a comprehensive picture by including publications in many different languages. With regard to the amount of research, but also the topics addressed, the survey reveals considerable differences between countries. Studies of campaign effects have focused on the temporal dynamics of campaigns, on the modes of campaign communications (such as personal contacts at the local level, advertising on TV and in the press or online social media) and on certain aspects of its content. Research on media effects has explored the role of partisan bias and certain topical categories of news (climate of opinion, issue and candidate coverage) as well as specific new media formats, notably televised candidate debates and vote advice applications (VAA). Overall, the review reveals that there is little in the way of an integrated and consolidated body of campaign and media effects research on national elections in Europe. While political communication research increasingly acknowledges the potential importance of news media and political parties' electioneering for voting behaviour, there appears as of yet to be little convergence regarding approaches and research findings. Particularly striking is the degree to which research questions are guided by national institutional contexts.","https://doi.org/10.5771/2192-4007-2016-2-129",2016-01-01,2016,4.0608,13,"review",TRUE,TRUE,"diamond","http://www.nomos-elibrary.de/10.5771/2192-4007-2016-2-129.pdf",TRUE,"Studies in Communication and Media","https://openalex.org/S4210181109","2192-4007","https://openalex.org/P4310319939","Nomos","https://doi.org/10.5771/2192-4007-2016-2-129","http://www.nomos-elibrary.de/10.5771/2192-4007-2016-2-129.pdf","cc-by-nc-nd","publishedVersion",254,FALSE,FALSE,"de","129","172","5","2",FALSE
"W4379746431","Conservatives against the Tide","Conservatives against the Tide","This volume in the Elements series addresses the success of conservative parties in non-authoritarian contexts in contemporary Latin America. It places the core case of Argentina's Republican Proposal (PRO) party in comparative perspective with Argentina's Recrear and with Colombia's Democratic Center (CD) party and the Bolivia's Social Democratic Movement (MDS) in an effort to understand their differing degrees of success in adverse circumstances. Based on long-term research using a variety of methods, this Element shows that success has been driven by three factors: programmatic innovation by personalistic leaders; organizational mobilization of both core and noncore constituencies; and elite fear of the 'Venezuela model.'","https://doi.org/10.1017/9781009418256",2023-06-08,2023,7.2573,13,"book",FALSE,FALSE,"closed",NA,FALSE,"Cambridge University Press eBooks","https://openalex.org/S4306462995",NA,"https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/9781009418256",NA,NA,"publishedVersion",94,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W4389732386","Dark Politics","Dark Politics","Abstract Political leaders across the globe are seemingly getting “darker”—uncivil, controversial, showcasing an aggressive personality and “bad manners” and taking pleasure in breaking political norms. Who are these politicians, and who likes them? Is a dark personality in politicians an electoral asset, or does it create a backlash? And what are the systemic consequences of dark politics—in terms of, for example, the rise of affective polarization and disaffection for democracy? This book investigates the “darker” sides of human personality in politicians and political leaders. It presents novel evidence from an original large-scale survey covering more than 100 elections worldwide, a collection of postelection mass surveys from the Comparative Study of Electoral Systems, and a novel experiment with American respondents that simulated the personality of a fictive candidate. The analyses reveal that “dark” politicians are more likely among populists and tend to use a harsher rhetoric consisting of political attacks, incivility, and fearmongering. If they tend to be disliked by the public at large, they are nonetheless particularly appreciated by voters who themselves score high on dark traits and those high on populist attitudes. Dark candidates are more likely to be electorally successful when running as incumbent and tend to be associated with a better economic performance in their country if elected. However, dark leaders can lead to increased cynicism and affective polarization in voters, are associated with a worse record when it comes to their handling of the Covid-19 pandemic, and seem associated with democratic deconsolidation, for example, shrinking political rights.","https://doi.org/10.1093/oso/9780197681756.001.0001",2023-12-14,2023,6.4481,13,"book",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"https://doi.org/10.1093/oso/9780197681756.001.0001",NA,NA,"publishedVersion",598,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2589429693","Racial Resentment, Hurricane Sandy, and the Spillover of Racial Attitudes into Evaluations of Government Organizations","Racial Resentment, Hurricane Sandy, and the Spillover of Racial Attitudes into Evaluations of Government Organizations","Abstract This study explores the relationship between individuals’ racial attitudes, exposure to information cuing them to think about President Obama, and evaluations of the government's response to Hurricane Sandy. Using a split ballot experiment embedded in a large internet panel fielded during the 2012 presidential election, we show that respondents’ evaluations of President Obama's response to Hurricane Sandy were based on their racial attitudes. We next examined the possibility for racial attitudes to “spill over” into how people evaluate governmental institutions and organizations associated with President Obama. We found evidence that respondents who were cued to think about President Obama and were impacted by Hurricane Sandy were more likely to base their evaluations of the Federal Emergency Management Agency's response to the disaster on their racial attitudes. In short, linking President Obama to Hurricane Sandy led people to ground their evaluations of an organization tasked with coordinating the response to Hurricane Sandy in their racial attitudes. Our research suggests that racial attitudes are important predictors of how individuals perceive President Obama's effectiveness as well as the efficacy of related government organizations.","https://doi.org/10.1111/asap.12130",2017-02-23,2017,2.2556,12,"article",FALSE,FALSE,"closed",NA,FALSE,"Analyses of Social Issues and Public Policy","https://openalex.org/S90526950","1529-7489","https://openalex.org/P4310320595","Wiley","https://doi.org/10.1111/asap.12130",NA,NA,"publishedVersion",60,FALSE,FALSE,"en","105","131","17","1",FALSE
"W2990804161","Bringing party organization back in: a comparative analysis of party representation in Europe","Bringing party organization back in: a comparative analysis of party representation in Europe","Abstract In this study we focus on party organizational characteristics as key determinants of party congruence. We examine how the horizontal and vertical integration of parties is linked to representation in comparative perspective. We further focus on how congruence is achieved by detailing our expectation regarding effects on the uncertainty versus bias in the estimates of party constituents' opinion. Exploiting a comparative database on political parties and data from Comparative Studies of Electoral Systems, we show that having a complex organizational structure and being leadership dominated makes parties less representative of their constituencies. These findings carry important implications for the study of political representation but also for the literature on political parties in crisis.","https://doi.org/10.1017/psrm.2019.54",2019-11-28,2019,4.2413,12,"article",TRUE,TRUE,"bronze","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C0D2C0F8E2A659ECEFFEF3C9F39AFCB0/S2049847019000542a.pdf/div-class-title-bringing-party-organization-back-in-a-comparative-analysis-of-party-representation-in-europe-div.pdf",TRUE,"Political Science Research and Methods","https://openalex.org/S2764571748","2049-8470","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/psrm.2019.54","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C0D2C0F8E2A659ECEFFEF3C9F39AFCB0/S2049847019000542a.pdf/div-class-title-bringing-party-organization-back-in-a-comparative-analysis-of-party-representation-in-europe-div.pdf",NA,"publishedVersion",75,FALSE,FALSE,"en","692","706","8","4",FALSE
"W4223410862","Knowledge Is Power: The Staffing Advantage of Parliamentary and Ministerial Offices","Knowledge Is Power: The Staffing Advantage of Parliamentary and Ministerial Offices","Abstract This article analyses the distribution of staff resources between party offices. While earlier studies have compared central and parliamentary offices, this study also includes ministerial offices. To capture fully the differences in staffing, I examine both the quantity (staff size) and quality (education, experience, tasks) of their staffs. The empirical section is based on a cross-sectional analysis of original survey data collected among political staffers in Belgium and the Netherlands ( N = 1,009). While the Belgian cabinet system includes extensive ministerial offices, ministerial staff is limited in the Dutch non-cabinet system. The results show how this institutional difference shapes parties' internal distribution of resources. While the party in parliament does not have a clear staffing advantage over the party in central office in Belgium, they are both eclipsed by the large, highly qualified party in the executive. In the Netherlands, the impact of ministerial offices is negligible and the staff of the party in parliament is both larger and more qualified than the staff of the party in central office.","https://doi.org/10.1017/gov.2022.2",2022-04-11,2022,10.0165,12,"article",FALSE,FALSE,"closed",NA,FALSE,"Government and Opposition","https://openalex.org/S29411750","0017-257X","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/gov.2022.2",NA,NA,"publishedVersion",52,FALSE,FALSE,"en","765","788","58","4",FALSE
"W4292509790","Like parent, like child: The impact of parental socialisation on class identity and partisanship","Like parent, like child: The impact of parental socialisation on class identity and partisanship","The theoretical foundation of electoral behaviour research is the Michigan model which emphasizes socialisation and the development of partisan identities. In Britain, this was embellished to include class identity. Across Western societies, class voting, working class jobs and strength of party identities have been in decline, but identification as working class has remained high and relatively stable in Britain. This paper develops theoretical models of parental socialisation to identify effects on class and party identities. The empirical analysis reinforces previous findings about the intergenerational transmission of class identity and partisanship, but further shows that there are some moderating effects of occupation on this transmission. Most importantly, the paper finds that parental partisanship has a substantial effect on the formation of class identity. Therefore, it shows that class identity in contemporary Britain is a strong political identity in its origins as well as its effects.","https://doi.org/10.1016/j.electstud.2022.102513",2022-08-21,2022,10.0504,12,"article",TRUE,TRUE,"hybrid","https://doi.org/10.1016/j.electstud.2022.102513",FALSE,"Electoral Studies","https://openalex.org/S124584455","0261-3794","https://openalex.org/P4310320990","Elsevier BV","https://doi.org/10.1016/j.electstud.2022.102513",NA,"cc-by","publishedVersion",54,FALSE,FALSE,"en","102513","102513","79",NA,FALSE
