"id","title","display_name","abstract","doi","publication_date","publication_year","fwci","cited_by_count","type","is_oa","is_oa_anywhere","oa_status","oa_url","any_repository_has_fulltext","source_display_name","source_id","issn_l","host_organization","host_organization_name","landing_page_url","pdf_url","license","version","referenced_works_count","is_paratext","is_retracted","language","first_page","last_page","volume","issue","oa_input"
"W1498339752","Parties without partisans: political change in advanced industrial democracies","Parties without partisans: political change in advanced industrial democracies","INTRODUCTION CHAPTER 1 UNTHINKABLE DEMOCRACY: POLITICAL CHANGE IN ADVANCED INDUSTRIAL DEMOCRACIES PART I PARTIES IN THE ELECTORATE CHAPTER 2 THE DECLINE OF PARTY IDENTIFICATIONS CHAPTER 3 THE CONSEQUENCES OF PARTISAN DEALIGNMENT CHAPTER 4 THE DECLINE OF PARTY MOBILIZATION PART II PARTIES AS POLITICAL ORGANIZATIONS CHAPTER 5 PARTIES WITHOUT MEMBERS? PARTY ORGANIZATION IN A CHANGING ELECTORAL ENVIRONMENT CHAPTER 6 POLITICAL PARTIES AS CAMPAIGN ORGANIZATIONS CHAPTER 7 FROM SOCIAL INTEGRATION TO ELECTORAL CONTESTATION: THE CHANGING DISTRIBUTION OF POWER WITHIN POLITICAL PARTIES PART III PARTIES IN GOVERNMENT CHAPTER 8 PARTIES IN LEGISLATURE: TWO COMPETING EXPLANATIONS CHAPTER 9 PARTIES AT THE CORE OF GOVERNMENT CHAPTER 10 FROM PLATFORM DECLARATIONS TO POLICY OUTCOMES: CHANGING PARTY PROFILES AND PARTISAN INFLUENCE OVER POLICY CHAPTER 11 ON THE PRIMACY OF PARTY IN GOVERNMENT: WHY LEGISLATIVE PARTIES CAN SURVIVE PARTY DECLINE IN THE ELECTORATE CONCLUSION CHAPTER 12 PARTISAN CHANGE AND THE DEMOCRATIC PROCESS","https://doi.org/10.5860/choice.39-1833",2001-11-01,2001,88.0187,1916,"article",FALSE,FALSE,"closed",NA,FALSE,"Choice Reviews Online","https://openalex.org/S2764375719","0009-4978","https://openalex.org/P4310316146","Association of College and Research Libraries","https://doi.org/10.5860/choice.39-1833",NA,NA,"publishedVersion",0,FALSE,FALSE,"en","39","1833","39","03",TRUE
"W2123295839","Resurgent Mass Partisanship: The Role of Elite Polarization","Resurgent Mass Partisanship: The Role of Elite Polarization","For the most part, scholars who study American political parties in the electorate continue to characterize them as weak and in decline. Parties on the elite level, however, have experienced a resurgence over the last two decades. Such a divergence between elite behavior and mass opinion is curious, given that most models of public opinion place the behavior of elites at their core. In fact, I find that parties in the electorate have experienced a noteworthy resurgence over the last two decades. Greater partisan polarization in Congress has clarified the parties’ ideological positions for ordinary Americans, which in turn has increased party importance and salience on the mass level. Although parties in the 1990s are not as central to Americans as they were in the 1950s, they are far more important today than in the 1970s and 1980s. The party decline thesis is in need of revision.","https://doi.org/10.1017/s0003055401003045",2001-09-01,2001,41.5973,1045,"article",FALSE,FALSE,"closed",NA,FALSE,"American Political Science Review","https://openalex.org/S176007004","0003-0554","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/s0003055401003045",NA,NA,"publishedVersion",47,FALSE,FALSE,"en","619","631","95","3",TRUE
"W2884459365","From Party Politics to Personalized Politics?","From Party Politics to Personalized Politics?","The book examines two of the most prominent developments in contemporary democratic politics, party change and political personalization, and the relationship between them. It presents a broad-brush, cross-national comparison of these phenomena that covers around fifty years in twenty-six countries through the use of more than twenty indicators. It demonstrates that, behind a general trend of decline of political parties, there is much variance among countries. In some, party decline is moderate or even small, which may point to adaptation to the changing environments these parties operate in. In others, parties sharply decline. Most cases fall between these two poles. A clear general trend of personalization in politics is identified, but there are large differences among countries in its magnitude and manifestations. Surprisingly, the online world seems to supply parties with an opportunity to revive. When parties decline, personalization increases. Yet these are far from being perfect zero-sum relationships, which leaves room for the possibility that other political actors may step in when parties decline and that, in some cases, personalization may not hurt parties; it may even strengthen them. Personalization is a big challenge to parties. But parties were, are, and will remain a solution to the problem of collective action, of channeling personal energies to the benefit of the group. Thus they can cope with personalization and even use it to their advantage.","https://doi.org/10.1093/oso/9780198808008.001.0001",2018-07-19,2018,10.4503,252,"book",FALSE,FALSE,"closed",NA,FALSE,"Oxford University Press eBooks","https://openalex.org/S4306463708",NA,"https://openalex.org/P4310311648","Oxford University Press","https://doi.org/10.1093/oso/9780198808008.001.0001",NA,NA,"publishedVersion",0,FALSE,FALSE,"en",NA,NA,NA,NA,TRUE
"W1989435151","How Parties Shape Class Politics: Explaining the Decline of the Class Basis of Party Support","How Parties Shape Class Politics: Explaining the Decline of the Class Basis of Party Support","Why has the association between class and party declined over time? Contrary to conventional wisdom that emphasizes the fracturing of social structures and blurring of class boundaries in post-industrial society, it is argued here that class divisions in party preferences are conditioned by the changing shape of the class structure and the effect of parties’ strategic ideological responses to this transformation on the choices facing voters. This thesis is tested using British survey data from 1959 to 2006. We demonstrate that increasing class heterogeneity does not account for the decline of the class–party association, which occurs primarily as a result of ideological convergence between the main parties resulting from New Labour's shift to the centre.","https://doi.org/10.1017/s0007123411000202",2011-07-14,2011,39.3742,237,"article",FALSE,FALSE,"closed",NA,FALSE,"British Journal of Political Science","https://openalex.org/S95691132","0007-1234","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/s0007123411000202",NA,NA,"publishedVersion",73,FALSE,FALSE,"en","137","161","42","1",TRUE
"W2919820997","Party convergence and vote switching: Explaining mainstream party decline across Europe","Party convergence and vote switching: Explaining mainstream party decline across Europe","Abstract How can one explain the significant vote losses of mainstream parties across Europe in recent years? In this article, it is argued that mainstream party convergence is an important determinant of the recent political and electoral volatility in European party systems. More specifically, it is hypothesised that as mainstream parties converge on the left‐right scale, voters will switch from supporting a mainstream party to a non‐mainstream party in the next election as they look for an alternative that better represents their ideological views. To test these theoretical expectations, data is combined from the Comparative Study of Electoral Systems and the Manifestos Project for nearly 15,000 vote choices of individual voters in 30 elections in 16 West and East European countries from 2001 until 2013. The findings have important implications for understanding the recent rise of non‐mainstream parties, the changing nature of party systems and the increasing complexity of cabinet formation across Europe.","https://doi.org/10.1111/1475-6765.12331",2019-02-28,2019,86.9468,174,"article",FALSE,FALSE,"closed",NA,FALSE,"European Journal of Political Research","https://openalex.org/S135158421","0304-4130","https://openalex.org/P4310320595","Wiley","https://doi.org/10.1111/1475-6765.12331",NA,NA,"publishedVersion",71,FALSE,FALSE,"en","1021","1042","58","4",TRUE
"W1512096531","Comparing Media Systems","Comparing Media Systems","Building on a survey of media institutions in eighteen West European and North American democracies, Hallin and Mancini identify the principal dimensions of variation in media systems and the political variables which have shaped their evolution. They go on to identify three major models of media system development (the Polarized Pluralist, Democratic Corporatist and Liberal models) to explain why the media have played a different role in politics in each of these systems, and to explore the forces of change that are currently transforming them. It provides a key theoretical statement about the relation between media and political systems, a key statement about the methodology of comparative analysis in political communication and a clear overview of the variety of media institutions that have developed in the West, understood within their political and historical context.","https://doi.org/10.1017/cbo9780511790867",2004-04-12,2004,25.3376,5313,"book",FALSE,FALSE,"closed",NA,FALSE,"Cambridge University Press eBooks","https://openalex.org/S4306462995",NA,"https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/cbo9780511790867",NA,NA,"publishedVersion",368,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W113511247","Modernization, cultural change, and democracy the human development sequence","Modernization, cultural change, and democracy the human development sequence","This book demonstrates that people's basic values and beliefs are changing, in ways that affect their political, sexual, economic, and religious behaviour. These changes are roughly predictable: to a large extent, they can be interpreted on the basis of a revised version of modernisation theory presented here. Drawing on a massive body of evidence from societies containing 85 percent of the world's population, the authors demonstrate that modernisation is a process of human development, in which economic development gives rise to cultural changes that make individual autonomy, gender equality, and democracy increasingly likely. The authors present a model of social change that predicts how the value systems play a crucial role in the emergence and flourishing of democratic institutions - and that modernisation brings coherent cultural changes that are conducive to democratisation","https://doi.org/10.1017/cbo9780511790881",2005-01-01,2005,197.9705,3736,"book",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;local_base=BVB01&amp;doc_number=014566180&amp;sequence=000005&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA",NA,NA,"submittedVersion",374,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W4211222200","Modernization, Cultural Change, and Democracy","Modernization, Cultural Change, and Democracy","This book demonstrates that people's basic values and beliefs are changing, in ways that affect their political, sexual, economic, and religious behaviour. These changes are roughly predictable: to a large extent, they can be interpreted on the basis of a revised version of modernisation theory presented here. Drawing on a massive body of evidence from societies containing 85 percent of the world's population, the authors demonstrate that modernisation is a process of human development, in which economic development gives rise to cultural changes that make individual autonomy, gender equality, and democracy increasingly likely. The authors present a model of social change that predicts how the value systems play a crucial role in the emergence and flourishing of democratic institutions - and that modernisation brings coherent cultural changes that are conducive to democratisation.","https://doi.org/10.1017/cbo9780511790881",2001-01-01,2001,2.4575,2582,"book",FALSE,FALSE,"closed",NA,FALSE,"Cambridge University Press eBooks","https://openalex.org/S4306462995",NA,"https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/cbo9780511790881",NA,NA,"publishedVersion",367,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2124751389","Affect, Not Ideology","Affect, Not Ideology","The current debate over the extent of polarization in the American mass public focuses on the extent to which partisans’ policy preferences have moved. Whereas ""maximalists"" claim that partisans’ views on policies have become more extreme over time (Abramowitz 2010), ""minimalists"" (Fiorina and Abrams 2009) contend that the majority of Americans remain centrist, and that what little centrifugal movement has occurred reflects sorting, i.e., the increased association between partisanship and ideology. We argue in favor of an alternative definition of polarization, based on the classic concept of social distance (Bogardus 1947). Using data from a variety of sources, we demonstrate that both Republicans and Democrats increasingly dislike, even loathe, their opponents. We also find that partisan affect is inconsistently (and perhaps artifactually) founded in policy attitudes. The more plausible account lies in the nature of political campaigns; exposure to messages attacking the out-group reinforces partisans’ biased views of their opponents.","https://doi.org/10.1093/poq/nfs038",2012-09-01,2012,163.892,2527,"article",FALSE,FALSE,"closed",NA,FALSE,"Public Opinion Quarterly","https://openalex.org/S135539873","0033-362X","https://openalex.org/P4310311648","Oxford University Press","https://doi.org/10.1093/poq/nfs038",NA,NA,"publishedVersion",53,FALSE,FALSE,"en","405","431","76","3",FALSE
"W2128106636","Political Ideology: Its Structure, Functions, and Elective Affinities","Political Ideology: Its Structure, Functions, and Elective Affinities","Ideology has re-emerged as an important topic of inquiry among social, personality, and political psychologists. In this review, we examine recent theory and research concerning the structure, contents, and functions of ideological belief systems. We begin by defining the construct and placing it in historical and philosophical context. We then examine different perspectives on how many (and what types of) dimensions individuals use to organize their political opinions. We investigate (a) how and to what extent individuals acquire the discursive contents associated with various ideologies, and (b) the social-psychological functions that these ideologies serve for those who adopt them. Our review highlights ""elective affinities"" between situational and dispositional needs of individuals and groups and the structure and contents of specific ideologies. Finally, we consider the consequences of ideology, especially with respect to attitudes, evaluations, and processes of system justification.","https://doi.org/10.1146/annurev.psych.60.110707.163600",2008-11-29,2008,84.4719,2100,"review",FALSE,FALSE,"closed",NA,FALSE,"Annual Review of Psychology","https://openalex.org/S90670110","0066-4308","https://openalex.org/P4310320373","Annual Reviews","https://doi.org/10.1146/annurev.psych.60.110707.163600",NA,NA,"publishedVersion",244,FALSE,FALSE,"en","307","337","60","1",FALSE
"W2137029365","Political Polarization in the American Public","Political Polarization in the American Public","For more than two decades political scientists have discussed rising elite polarization in the United States, but the study of mass polarization did not receive comparable attention until fairly recently. This article surveys the literature on mass polarization. It begins with a discussion of the concept of polarization, then moves to a critical consideration of different kinds of evidence that have been used to study polarization, concluding that much of the evidence presents problems of inference that render conclusions problematic. The most direct evidence—citizens' positions on public policy issues—shows little or no indication of increased mass polarization over the past two to three decades. Party sorting—an increased correlation between policy views and partisan identification—clearly has occurred, although the extent has sometimes been exaggerated. Geographic polarization—the hypothesized tendency of like-minded people to cluster together—remains an open question. To date, there is no conclusive evidence that elite polarization has stimulated voters to polarize, on the one hand, or withdraw from politics, on the other.","https://doi.org/10.1146/annurev.polisci.11.053106.153836",2008-05-21,2008,63.5172,1791,"article",TRUE,TRUE,"bronze","https://www.annualreviews.org/doi/pdf/10.1146/annurev.polisci.11.053106.153836",FALSE,"Annual Review of Political Science","https://openalex.org/S8194976","1094-2939","https://openalex.org/P4310320373","Annual Reviews","https://doi.org/10.1146/annurev.polisci.11.053106.153836","https://www.annualreviews.org/doi/pdf/10.1146/annurev.polisci.11.053106.153836",NA,"publishedVersion",94,FALSE,FALSE,"en","563","588","11","1",FALSE
"W67332667","Populist radical Right parties in Europe","Populist radical Right parties in Europe","As Europe enters a significant phase of re-integration of East and West, it faces an increasing problem with the rise of far-right political parties. Cas Mudde offers the first comprehensive and truly pan-European study of populist radical right parties in Europe. He focuses on the parties themselves, discussing them both as dependent and independent variables. Based upon a wealth of primary and secondary literature, this book offers critical and original insights into three major aspects of European populist radical right parties: concepts and classifications; themes and issues; and explanations for electoral failures and successes. It concludes with a discussion of the impact of radical right parties on European democracies, and vice versa, and offers suggestions for future research.","https://doi.org/10.5860/choice.45-5219",2008-05-01,2008,241.3602,1599,"article",FALSE,FALSE,"closed",NA,FALSE,"Choice Reviews Online","https://openalex.org/S2764375719","0009-4978","https://openalex.org/P4310316146","Association of College and Research Libraries","https://doi.org/10.5860/choice.45-5219",NA,NA,"publishedVersion",552,FALSE,FALSE,"en","45","5219","45","09",FALSE
"W2132575282","Unpacking the Black Box of Causality: Learning about Causal Mechanisms from Experimental and Observational Studies","Unpacking the Black Box of Causality: Learning about Causal Mechanisms from Experimental and Observational Studies","Identifying causal mechanisms is a fundamental goal of social science. Researchers seek to study not only whether one variable affects another but also how such a causal relationship arises. Yet commonly used statistical methods for identifying causal mechanisms rely upon untestable assumptions and are often inappropriate even under those assumptions. Randomizing treatment and intermediate variables is also insufficient. Despite these difficulties, the study of causal mechanisms is too important to abandon. We make three contributions to improve research on causal mechanisms. First, we present a minimum set of assumptions required under standard designs of experimental and observational studies and develop a general algorithm for estimating causal mediation effects. Second, we provide a method for assessing the sensitivity of conclusions to potential violations of a key assumption. Third, we offer alternative research designs for identifying causal mechanisms under weaker assumptions. The proposed approach is illustrated using media framing experiments and incumbency advantage studies.","https://doi.org/10.1017/s0003055411000414",2011-11-01,2011,44.6578,1542,"article",FALSE,TRUE,"green","http://nrs.harvard.edu/urn-3:HUL.InstRepos:38057813",TRUE,"American Political Science Review","https://openalex.org/S176007004","0003-0554","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/s0003055411000414",NA,NA,"publishedVersion",94,FALSE,FALSE,"en","765","789","105","4",FALSE
"W1595106591","“I Disrespectfully Agree”: The Differential Effects of Partisan Sorting on Social and Issue Polarization","“I Disrespectfully Agree”: The Differential Effects of Partisan Sorting on Social and Issue Polarization","Disagreements over whether polarization exists in the mass public have confounded two separate types of polarization. When social polarization is separated from issue position polarization, both sides of the polarization debate can be simultaneously correct. Social polarization, characterized by increased levels of partisan bias, activism, and anger, is increasing, driven by partisan identity and political identity alignment, and does not require the same magnitude of issue position polarization. The partisan‐ideological sorting that has occurred in recent decades has caused the nation as a whole to hold more aligned political identities, which has strengthened partisan identity and the activism, bias, and anger that result from strong identities, even though issue positions have not undergone the same degree of polarization. The result is a nation that agrees on many things but is bitterly divided nonetheless. An examination of ANES data finds strong support for these hypotheses.","https://doi.org/10.1111/ajps.12089",2014-03-25,2014,186.2332,1335,"article",TRUE,TRUE,"bronze","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajps.12089",FALSE,"American Journal of Political Science","https://openalex.org/S90314269","0092-5853","https://openalex.org/P4310320595","Wiley","https://doi.org/10.1111/ajps.12089","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajps.12089",NA,"publishedVersion",62,FALSE,FALSE,"en","128","145","59","1",FALSE
"W414482142","Democratic Deficit: Critical Citizens Revisited","Democratic Deficit: Critical Citizens Revisited","Many fear that democracies are suffering from a legitimacy crisis. This book focuses on 'democratic deficits', reflecting how far the perceived democratic performance of any state diverges from public expectations. Pippa Norris examines the symptoms by comparing system support in more than fifty societies worldwide, challenging the pervasive claim that most established democracies have experienced a steadily rising tide of political disaffection during the third-wave era. The book diagnoses the reasons behind the democratic deficit, including demand (rising public aspirations for democracy), information (negative news about government) and supply (the performance and structure of democratic regimes). Finally, Norris examines the consequences for active citizenship, for governance and, ultimately, for democratization. This book provides fresh insights into major issues at the heart of comparative politics, public opinion, political culture, political behavior, democratic governance, political psychology, political communications, public policymaking, comparative sociology, cross-national survey analysis and the dynamics of the democratization process","https://doi.org/10.1017/cbo9780511973383",2011-02-14,2011,88.9694,1290,"book",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;local_base=BVB01&amp;doc_number=022496709&amp;sequence=000001&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA",NA,NA,"submittedVersion",362,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2103146267","Is Polarization a Myth?","Is Polarization a Myth?","This article uses data from the American National Election Studies and national exit polls to test Fiorina’s assertion that ideological polarization in the American public is a myth. Fiorina argues that twenty-first-century Americans, like the midtwentieth-century Americans described by Converse, ‘‘are not very well-informed about politics, do not hold many of their views very strongly, and are not ideological’ ’ (2006, 19). However, our evidence indicates that since the 1970s, ideological polarization has increased dramatically among the mass public in the United States as well as among political elites. There are now large differences in outlook between Democrats and Republicans, between red state voters and blue state voters, and between religious voters and secular voters. These divisions are not confined to a small minority of activists—they involve a large segment of the public and the deepest divisions are found among the most interested, informed, and active citizens. Moreover, contrary to Fiorina’s suggestion that polarization turns off voters and depresses turnout, our evidence indicates that polarization energizes the electorate and stimulates political participation. ‘‘Americans are closely divided, but we are not deeply divided, and we are closely divided because many of us are ambivalent and uncertain, and consequently reluctant to make firm commitments to parties, politicians, or policies. We divide evenly in elections or sit them out entirely because we instinctively seek the center while the parties and candidates hang out on the extremes.’ ’ (Fiorina 2006, xiii) The extent of ideological thinking in the Amer-ican electorate has been a subject of great interest to students of public opinion and voting behavior since the publication of Converse’s seminal paper on ‘‘The","https://doi.org/10.1017/s0022381608080493",2008-03-27,2008,111.1551,1240,"article",FALSE,FALSE,"closed",NA,FALSE,"The Journal of Politics","https://openalex.org/S95650557","0022-3816","https://openalex.org/P4310315672","University of Chicago Press","https://doi.org/10.1017/s0022381608080493",NA,NA,"publishedVersion",32,FALSE,FALSE,"en","542","555","70","2",FALSE
"W2970785670","The Logic of Connective Action: Digital Media and the Personalization of Contentious Politics","The Logic of Connective Action: Digital Media and the Personalization of Contentious Politics","From the Arab Spring and los indignados in Spain, to Occupy Wall Street (and beyond), large-scale, sustained protests are using digital media in ways that go beyond sending and receiving messages. ...","https://doi.org/10.7551/mitpress/9970.003.0006",2016-06-10,2016,589.463,1225,"book-chapter",FALSE,FALSE,"closed",NA,FALSE,"The MIT Press eBooks","https://openalex.org/S4306463997",NA,"https://openalex.org/P4310315718","The MIT Press","https://doi.org/10.7551/mitpress/9970.003.0006",NA,NA,"publishedVersion",201,FALSE,FALSE,"en","77","106",NA,NA,FALSE
"W2102968466","Media and Political Polarization","Media and Political Polarization","This article examines if the emergence of more partisan media has contributed to political polarization and led Americans to support more partisan policies and candidates. Congress and some newer media outlets have added more partisan messages to a continuing supply of mostly centrist news. Although political attitudes of most Americans have remained fairly moderate, evidence points to some polarization among the politically involved. Proliferation of media choices lowered the share of less interested, less partisan voters and thereby made elections more partisan. But evidence for a causal link between more partisan messages and changing attitudes or behaviors is mixed at best. Measurement problems hold back research on partisan selective exposure and its consequences. Ideologically one-sided news exposure may be largely confined to a small, but highly involved and influential, segment of the population. There is no firm evidence that partisan media are making ordinary Americans more partisan.","https://doi.org/10.1146/annurev-polisci-100711-135242",2013-02-09,2013,77.9735,1122,"article",FALSE,FALSE,"closed",NA,FALSE,"Annual Review of Political Science","https://openalex.org/S8194976","1094-2939","https://openalex.org/P4310320373","Annual Reviews","https://doi.org/10.1146/annurev-polisci-100711-135242",NA,NA,"publishedVersion",121,FALSE,FALSE,"en","101","127","16","1",FALSE
"W2168659096","Are Political Orientations Genetically Transmitted?","Are Political Orientations Genetically Transmitted?","We test the possibility that political attitudes and behaviors are the result of both environmental and genetic factors. Employing standard methodological approaches in behavioral genetics—specifically, comparisons of the differential correlations of the attitudes of monozygotic twins and dizygotic twins—we analyze data drawn from a large sample of twins in the United States, supplemented with findings from twins in Australia. The results indicate that genetics plays an important role in shaping political attitudes and ideologies but a more modest role in forming party identification; as such, they call for finer distinctions in theorizing about the sources of political attitudes. We conclude by urging political scientists to incorporate genetic influences, specifically interactions between genetic heritability and social environment, into models of political attitude formation.","https://doi.org/10.1017/s0003055405051579",2005-05-01,2005,33.3828,1004,"article",FALSE,FALSE,"closed",NA,FALSE,"American Political Science Review","https://openalex.org/S176007004","0003-0554","https://openalex.org/P4310311721","Cambridge University Press","https://doi.org/10.1017/s0003055405051579",NA,NA,"publishedVersion",385,FALSE,FALSE,"en","153","167","99","2",FALSE
"W2173132378","The rise of negative partisanship and the nationalization of U.S. elections in the 21st century","The rise of negative partisanship and the nationalization of U.S. elections in the 21st century",NA,"https://doi.org/10.1016/j.electstud.2015.11.001",2015-11-23,2015,164.2009,967,"article",FALSE,FALSE,"closed",NA,FALSE,"Electoral Studies","https://openalex.org/S124584455","0261-3794","https://openalex.org/P4310320990","Elsevier BV","https://doi.org/10.1016/j.electstud.2015.11.001",NA,NA,"publishedVersion",45,FALSE,FALSE,"en","12","22","41",NA,FALSE
"W2792378751","Polarization and the Global Crisis of Democracy: Common Patterns, Dynamics, and Pernicious Consequences for Democratic Polities","Polarization and the Global Crisis of Democracy: Common Patterns, Dynamics, and Pernicious Consequences for Democratic Polities","This article argues that a common pattern and set of dynamics characterizes severe political and societal polarization in different contexts around the world, with pernicious consequences for democracy. Moving beyond the conventional conceptualization of polarization as ideological distance between political parties and candidates, we offer a conceptualization of polarization highlighting its inherently relational nature and its instrumental political use. Polarization is a process whereby the normal multiplicity of differences in a society increasingly align along a single dimension and people increasingly perceive and describe politics and society in terms of “Us” versus “Them.” The politics and discourse of opposition and the social–psychological intergroup conflict dynamics produced by this alignment are a main source of the risks polarization generates for democracy, although we recognize that it can also produce opportunities for democracy. We argue that contemporary examples of polarization follow a frequent pattern whereby polarization is activated when major groups in society mobilize politically to achieve fundamental changes in structures, institutions, and power relations. Hence, newly constructed cleavages are appearing that underlie polarization and are not easily measured with the conventional Left–Right ideological scale. We identify three possible negative outcomes for democracy—“gridlock and careening,” “democratic erosion or collapse under new elites and dominant groups,” and “democratic erosion or collapse with old elites and dominant groups,” and one possible positive outcome—“reformed democracy.” Drawing on literature in psychology and political science, the article posits a set of causal mechanisms linking polarization to harm to democracy and illustrates the common patterns and pernicious consequences for democracy in four country cases: varying warning signs of democratic erosion in Hungary and the United States, and growing authoritarianism in Turkey and Venezuela.","https://doi.org/10.1177/0002764218759576",2018-01-01,2018,130.6557,953,"article",FALSE,FALSE,"closed",NA,FALSE,"American Behavioral Scientist","https://openalex.org/S20589029","0002-7642","https://openalex.org/P4310320017","SAGE Publishing","https://doi.org/10.1177/0002764218759576",NA,NA,"publishedVersion",91,FALSE,FALSE,"en","16","42","62","1",FALSE
"W1543446303","Political Choice in Britain","Political Choice in Britain","Abstract Political Choice in Britain uses data from the 1964 to 2001 British election studies (BES), 1992 to 2002 monthly Gallup polls, and numerous other national surveys conducted over the past four decades to test the explanatory power of rival sociological and individual rationality models of electoral turnout and party choice. Analyses endorse a valence politics model that challenges the long-dominant social class model. British voters make their choices by evaluating the performance of parties and party leaders in economic and other important policy areas. Although these evaluations may be largely products of events that occur long before an election campaign officially begins, parties’ national and local campaign activities are also influential. Consistent with the valence politics model, partisan attachments display individual- and aggregate-level dynamics that reflect ongoing judgements about the managerial abilities of parties and their leaders. A general incentives model provides the best explanation of turnout. Calculations of the costs and influence-discounted benefits of voting and sense of civic duty are key variables in this model. Significantly, the decline in turnout in recent elections does not reflect more general negative trends in public attitudes about the political system. Voters judge the performance of British democracy in much the same way as they evaluate its parties and politicians. Support at all levels of the political system is a renewable resource, but one that must be renewed.","https://doi.org/10.1093/019924488x.001.0001",2004-03-25,2004,72.2163,922,"book",FALSE,FALSE,"closed",NA,FALSE,NA,NA,NA,NA,NA,"https://doi.org/10.1093/019924488x.001.0001",NA,NA,"publishedVersion",263,FALSE,FALSE,"en",NA,NA,NA,NA,FALSE
"W2137488413","Selective Exposure in the Age of Social Media","Selective Exposure in the Age of Social Media","Much of the literature on polarization and selective exposure presumes that the internet exacerbates the fragmentation of the media and the citizenry. Yet this ignores how the widespread use of social media changes news consumption. Social media provide readers a choice of stories from different sources that come recommended from politically heterogeneous individuals, in a context that emphasizes social value over partisan affiliation. Building on existing models of news selectivity to emphasize information utility, we hypothesize that social media’s distinctive feature, social endorsements, trigger several decision heuristics that suggest utility. In two experiments, we demonstrate that stronger social endorsements increase the probability that people select content and that their presence reduces partisan selective exposure to levels indistinguishable from chance.","https://doi.org/10.1177/0093650212466406",2012-12-31,2012,26.3575,892,"article",FALSE,FALSE,"closed",NA,FALSE,"Communication Research","https://openalex.org/S28604305","0093-6502","https://openalex.org/P4310320017","SAGE Publishing","https://doi.org/10.1177/0093650212466406",NA,NA,"publishedVersion",73,FALSE,FALSE,"en","1042","1063","41","8",FALSE
"W2323922183","Party Polarization and ""Conflict Extension"" in the American Electorate","Party Polarization and ""Conflict Extension"" in the American Electorate","agendas have remained distinct, but the parties in the electorate have grown more polarized on all three. Conflict extension. rather than conflict displacement or ideological realign? ment, has occurred because there has been a limited mass response to the growth of elite-level party polar? ization. Only party identifiers who are aware of party elite polarization on each of the issue dimensions have","https://doi.org/10.2307/3088434",2002-10-01,2002,22.009,884,"article",FALSE,FALSE,"closed",NA,FALSE,"American Journal of Political Science","https://openalex.org/S90314269","0092-5853","https://openalex.org/P4310320595","Wiley","https://doi.org/10.2307/3088434",NA,NA,"publishedVersion",33,FALSE,FALSE,"en","786","786","46","4",FALSE
"W3125647857","Partisans without Constraint: Political Polarization and Trends in American Public Opinion","Partisans without Constraint: Political Polarization and Trends in American Public Opinion","Public opinion polarization is here conceived as a process of alignment along multiple lines of potential disagreement and measured as growing constraint in individuals' preferences. Using NES data from 1972 to 2004, the authors model trends in issue partisanship—the correlation of issue attitudes with party identification—and issue alignment—the correlation between pairs of issues—and find a substantive increase in issue partisanship, but little evidence of issue alignment. The findings suggest that opinion changes correspond more to a resorting of party labels among voters than to greater constraint on issue attitudes: since parties are more polarized, they are now better at sorting individuals along ideological lines. Levels of constraint vary across population subgroups: strong partisans and wealthier and politically sophisticated voters have grown more coherent in their beliefs. The authors discuss the consequences of partisan realignment and group sorting on the political process and potential deviations from the classic pluralistic account of American politics.","https://doi.org/10.1086/590649",2008-09-01,2008,65.1048,861,"article",FALSE,FALSE,"closed",NA,FALSE,"American Journal of Sociology","https://openalex.org/S122471516","0002-9602","https://openalex.org/P4310315672","University of Chicago Press","https://doi.org/10.1086/590649",NA,NA,"publishedVersion",76,FALSE,FALSE,"en","408","446","114","2",FALSE
